epoch,accuracy,loss,val_accuracy,val_loss
0,0.9940166,0.263258387676509,0.963477611541748,0.33100716675760394
1,0.99433535,0.26216120115080715,0.9757431745529175,0.352501957402336
2,0.9889773,0.2721383365630265,0.9938510656356812,0.2649479838283131
3,0.99273354,0.26558805046044526,0.9924631118774414,0.2669706404890201
4,0.9932621,0.26418165448108727,0.9808753728866577,0.27997129378207664
5,0.99338317,0.2639743136065426,0.9944643378257751,0.26202233551409004
6,0.9940287,0.2629579795511582,0.9933023452758789,0.2633654549802074
7,0.9929918,0.2647116407443014,0.9956747889518738,0.2606715143760038
8,0.9945088,0.26217006771134266,0.9942545294761658,0.26535765776536174
9,0.9946581,0.26201706274163356,0.9946095943450928,0.2613987694858316
10,0.99462986,0.262001633992807,0.9952067136764526,0.26070201792882747
11,0.99490017,0.26144955826824745,0.995416522026062,0.2612327594559071
12,0.99398834,0.2626416171553533,0.9812949895858765,0.28346905268680395
13,0.9951544,0.2610952542699788,0.9962396025657654,0.259432270855028
14,0.99483967,0.26151303562605,0.980455756187439,0.3186412425870173
15,0.9950051,0.26106438029526746,0.9963364601135254,0.2589976943807841
16,0.9949688,0.26142261485783314,0.9938026666641235,0.26476606507994094
17,0.9942062,0.2622321203733151,0.9939963221549988,0.26205986164976075
18,0.99466616,0.2619162399050107,0.9942545294761658,0.2617718500120737
19,0.99537224,0.26059319154121874,0.9854910969734192,0.2724584275857516
20,0.99545294,0.2604441128099657,0.9959006905555725,0.2601382136258334
21,0.9952633,0.2607809853284814,0.99041348695755,0.26790664940452
22,0.9950454,0.2612402827067551,0.9937703609466553,0.26198348049362397
23,0.9958241,0.2600260487240626,0.9853297472000122,0.2696822581597562
24,0.9950858,0.2609830773266517,0.9965139627456665,0.2586021105615785
25,0.99526733,0.2604467736362724,0.9801329970359802,0.32405120088372197
26,0.99480736,0.2614443434887735,0.994028627872467,0.26552083487296124
27,0.9956789,0.2599767151671525,0.9967722296714783,0.2582550215813863
28,0.99487597,0.26126616954516807,0.9967883825302124,0.25841770387000607
29,0.99389553,0.2637075821365124,0.9775184988975525,0.30936122716525555
30,0.99339926,0.2637131053493173,0.9946741461753845,0.26163521938494666
31,0.9932016,0.26315789139038187,0.9928988814353943,0.26470168539819855
32,0.9938875,0.2621777521047533,0.9801329970359802,0.3205642623527513
33,0.9930886,0.26318131369269515,0.9792776107788086,0.2925048203189125
34,0.9934477,0.2626672543794161,0.9916238784790039,0.27460593252384247
35,0.99311686,0.2628090874996171,0.9943675398826599,0.26133275227705066
36,0.9940852,0.2614544906064712,0.9946257472038269,0.26029723157746015
37,0.9940287,0.26210342006446097,0.9915270805358887,0.2677992449657977
38,0.9947267,0.26195511314039466,0.9944159388542175,0.2614868573974537
39,0.99478316,0.2619475727593974,0.992705225944519,0.2635762612636746
40,0.9950575,0.2612395526929451,0.9954326748847961,0.2603568198324493
41,0.99467826,0.26170064601621845,0.9817307591438293,0.312001611814848
42,0.9942748,0.26256898139208695,0.9893644452095032,0.2660361788759299
43,0.9949526,0.2612905250510081,0.9919305443763733,0.262203438968233
44,0.99490017,0.26131002491620897,0.9938672184944153,0.26337980492782004
45,0.9946016,0.26185008330457354,0.9953842759132385,0.2605653691794334
46,0.9954691,0.2604972529350329,0.9931570887565613,0.2638052536763191
47,0.99389553,0.2627889036308843,0.9950937628746033,0.26072977501020617
48,0.9945532,0.26181307312821317,0.9940931797027588,0.26188500668379877
49,0.9937221,0.2634593852977422,0.9959168434143066,0.26052099663043615
